| Day                            | Time                           | Campus                         | Building & Room                |
| Thursday                       | 7:30 PM - 8:50 PM              | Busch                          | HLL-114                        |
| Thursday                       | 4:05 PM - 5:00 PM              | Busch                          | CCB-1209                       |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | CCB-1209                       |
| Thursday                       | 1:00 PM - 5:30 PM              | Busch                          | WL-331A                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | CCB-1209                       |
| Thursday                       | 6:00 PM - 10:30 PM             | Busch                          | WL-331A                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | CCB-1209                       |
| Friday                         | 1:00 PM - 5:30 PM              | Busch                          | WL-331A                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Monday                         | 1:00 PM - 5:00 PM              | Busch                          | WL-331A                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Tuesday                        | 1:00 PM - 5:00 PM              | Busch                          | WL-331A                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Wednesday                      | 1:00 PM - 5:00 PM              | Busch                          | WL-331A                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Wednesday                      | 6:00 PM - 10:00 PM             | Busch                          | WL-331A                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Thursday                       | 1:00 PM - 5:00 PM              | Busch                          | WL-331B                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Tuesday                        | 6:00 PM - 10:00 PM             | Busch                          | WL-331B                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Thursday                       | 6:00 PM - 10:00 PM             | Busch                          | WL-331B                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Monday                         | 1:00 PM - 5:00 PM              | Busch                          | WL-331B                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Tuesday                        | 1:00 PM - 5:00 PM              | Busch                          | WL-331B                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Friday                         | 1:00 PM - 5:00 PM              | Busch                          | WL-331B                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Wednesday                      | 1:00 PM - 5:00 PM              | Busch                          | WL-331B                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Wednesday                      | 6:00 PM - 10:00 PM             | Busch                          | WL-331B                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Wednesday                      | 8:00 AM - 12:00 PM             | Busch                          | WL-331A                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Wednesday                      | 8:00 AM - 12:00 PM             | Busch                          | WL-331B                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Thursday                       | 8:00 AM - 12:00 PM             | Busch                          | WL-331A                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Thursday                       | 8:00 AM - 12:00 PM             | Busch                          | WL-331B                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Friday                         | 8:00 AM - 12:00 PM             | Busch                          | WL-331A                        |
| Tuesday                        | 8:45 AM - 9:40 AM              | Busch                          | ARC-103                        |
| Friday                         | 8:00 AM - 12:00 PM             | Busch                          | WL-331B                        |
| Monday                         | 2:00 PM - 3:20 PM              | Busch                          | CCB-1303                       |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | CCB-1303                       |
| Wednesday                      | 12:25 PM - 1:20 PM             | Busch                          | CCB-1209                       |
| Monday                         | 2:00 PM - 3:20 PM              | Busch                          | CCB-1303                       |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | CCB-1303                       |
| Monday                         | 12:25 PM - 1:20 PM             | Busch                          | CCB-1203                       |
| Monday                         | 2:00 PM - 3:20 PM              | Busch                          | CCB-1303                       |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | CCB-1303                       |
| Tuesday                        | 2:15 PM - 3:10 PM              | Busch                          | ARC-108                        |
| Monday                         | 10:20 AM - 11:40 AM            | Livingston                     | LSH-B267                       |
| Thursday                       | 10:20 AM - 11:40 AM            | Livingston                     | LSH-B267                       |
| Wednesday                      | 8:45 AM - 9:40 AM              | Livingston                     | TIL-204                        |
| Monday                         | 10:20 AM - 11:40 AM            | Livingston                     | LSH-B267                       |
| Thursday                       | 10:20 AM - 11:40 AM            | Livingston                     | LSH-B267                       |
| Friday                         | 8:45 AM - 9:40 AM              | Busch                          | CCB-1209                       |
| Tuesday                        | 12:10 PM - 1:30 PM             | Livingston                     | BRR-3071                       |
| Friday                         | 12:10 PM - 1:30 PM             | Livingston                     | BRR-3071                       |
| Monday                         | 3:50 PM - 5:10 PM              | Busch                          | SEC-202                        |
| Monday                         | 7:00 PM - 11:00 PM             | Busch                          | WL-165                         |
| Monday                         | 3:50 PM - 5:10 PM              | Busch                          | SEC-202                        |
| Tuesday                        | 1:00 PM - 5:00 PM              | Busch                          | WL-165                         |
| Monday                         | 3:50 PM - 5:10 PM              | Busch                          | SEC-202                        |
| Tuesday                        | 7:00 PM - 11:00 PM             | Busch                          | WL-165                         |
| Monday                         | 3:50 PM - 5:10 PM              | Busch                          | SEC-202                        |
| Wednesday                      | 1:00 PM - 5:00 PM              | Busch                          | WL-165                         |
| Monday                         | 3:50 PM - 5:10 PM              | Busch                          | SEC-202                        |
| Thursday                       | 1:00 PM - 5:00 PM              | Busch                          | WL-165                         |
| Monday                         | 12:10 PM - 1:30 PM             | Busch                          | CCB-1209                       |
| Thursday                       | 12:10 PM - 1:30 PM             | Busch                          | CCB-1209                       |
| Tuesday                        | 2:00 PM - 3:20 PM              | Livingston                     | BE-213                         |
| Thursday                       | 2:00 PM - 3:20 PM              | Livingston                     | BE-213                         |
| Friday                         | 2:00 PM - 3:20 PM              | Busch                          | ARC-328                        |
| Monday                         | 2:00 PM - 3:20 PM              | Busch                          | ARC-204                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | ARC-204                        |
| Monday                         | 3:50 PM - 5:10 PM              | Busch                          | SEC-212                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Busch                          | SEC-212                        |
| Monday                         | 2:00 PM - 3:20 PM              | Busch                          | ARC-333                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | ARC-333                        |
| Monday                         | 8:30 AM - 9:50 AM              | Busch                          | ARC-206                        |
| Thursday                       | 8:30 AM - 9:50 AM              | Busch                          | ARC-206                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | WAK-1001                       |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | WAK-1001                       |
| Tuesday                        | 7:30 PM - 8:50 PM              | Busch                          | CCB-1203                       |
| Thursday                       | 7:30 PM - 8:50 PM              | Busch                          | CCB-1203                       |
| Tuesday                        | 8:30 AM - 11:30 AM             | Busch                          | CBM-010                        |
| Monday                         | 2:00 PM - 5:00 PM              | Busch                          | SEC-204                        |
| Wednesday                      | 5:40 PM - 8:40 PM              | Busch                          | CCB-1303                       |
| Tuesday                        | 8:30 AM - 9:50 AM              | Livingston                     | LSH-AUD                        |
| Friday                         | 8:30 AM - 9:50 AM              | Livingston                     | LSH-AUD                        |
| Wednesday                      | 8:45 AM - 9:40 AM              | Livingston                     | LSH-A121                       |
| Tuesday                        | 8:30 AM - 9:50 AM              | Livingston                     | LSH-AUD                        |
| Friday                         | 8:30 AM - 9:50 AM              | Livingston                     | LSH-AUD                        |
| Wednesday                      | 10:35 AM - 11:30 AM            | Livingston                     | BE-251                         |
| Tuesday                        | 8:30 AM - 9:50 AM              | Livingston                     | LSH-AUD                        |
| Friday                         | 8:30 AM - 9:50 AM              | Livingston                     | LSH-AUD                        |
| Friday                         | 4:05 PM - 5:00 PM              | Livingston                     | LSH-A121                       |
| Tuesday                        | 8:30 AM - 9:50 AM              | Livingston                     | LSH-AUD                        |
| Friday                         | 8:30 AM - 9:50 AM              | Livingston                     | LSH-AUD                        |
| Wednesday                      | 12:25 PM - 1:20 PM             | Livingston                     | TIL-209                        |
| Tuesday                        | 8:30 AM - 9:50 AM              | Livingston                     | LSH-AUD                        |
| Friday                         | 8:30 AM - 9:50 AM              | Livingston                     | LSH-AUD                        |
| Thursday                       | 8:45 AM - 9:40 AM              | Livingston                     | BE-003                         |
| Tuesday                        | 8:30 AM - 9:50 AM              | Livingston                     | LSH-AUD                        |
| Friday                         | 8:30 AM - 9:50 AM              | Livingston                     | LSH-AUD                        |
| Friday                         | 10:35 AM - 11:30 AM            | Livingston                     | BE-003                         |
| Tuesday                        | 8:30 AM - 9:50 AM              | Livingston                     | LSH-AUD                        |
| Friday                         | 8:30 AM - 9:50 AM              | Livingston                     | LSH-AUD                        |
| Thursday                       | 10:35 AM - 11:30 AM            | Livingston                     | BRR-5117                       |
| Monday                         | 12:10 PM - 1:30 PM             | Livingston                     | BE-253                         |
| Thursday                       | 12:10 PM - 1:30 PM             | Livingston                     | BE-253                         |
| Wednesday                      | 10:35 AM - 11:30 AM            | Livingston                     | LSH-A142                       |
| Monday                         | 12:10 PM - 1:30 PM             | Livingston                     | BE-253                         |
| Thursday                       | 12:10 PM - 1:30 PM             | Livingston                     | BE-253                         |
| Tuesday                        | 10:35 AM - 11:30 AM            | Livingston                     | TIL-105                        |
| Monday                         | 8:30 AM - 9:50 AM              | Livingston                     | LSH-B115                       |
| Thursday                       | 8:30 AM - 9:50 AM              | Livingston                     | LSH-B115                       |
| Thursday                       | 10:35 AM - 11:30 AM            | Livingston                     | BE-253                         |
| Monday                         | 8:30 AM - 9:50 AM              | Livingston                     | LSH-B115                       |
| Thursday                       | 8:30 AM - 9:50 AM              | Livingston                     | LSH-B115                       |
| Tuesday                        | 4:05 PM - 5:00 PM              | Livingston                     | TIL-105                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Livingston                     | BE-252                         |
| Friday                         | 2:00 PM - 3:20 PM              | Livingston                     | BE-252                         |
| Monday                         | 12:10 PM - 1:30 PM             | Livingston                     | BE-111                         |
| Thursday                       | 12:10 PM - 1:30 PM             | Livingston                     | BE-111                         |
| Tuesday                        | 10:20 AM - 11:40 AM            | Livingston                     | TIL-207                        |
| Friday                         | 10:20 AM - 11:40 AM            | Livingston                     | TIL-207                        |
| Monday                         | 3:50 PM - 5:10 PM              | Busch                          | ARC-206                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Busch                          | ARC-206                        |
| Monday                         | 2:00 PM - 3:20 PM              | Busch                          | SEC-207                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | SEC-207                        |
| Tuesday                        | 5:40 PM - 7:00 PM              | Busch                          | ARC-105                        |
| Thursday                       | 5:40 PM - 7:00 PM              | Busch                          | ARC-105                        |
| Tuesday                        | 7:45 PM - 8:40 PM              | Busch                          | SEC-205                        |
| Monday                         | 2:15 PM - 3:10 PM              | Busch                          | FBO-EHA                        |
| Wednesday                      | 2:15 PM - 3:10 PM              | Busch                          | FBO-EHA                        |
| Tuesday                        | 7:45 PM - 8:40 PM              | Busch                          | ARC-116                        |
| Monday                         | 2:15 PM - 3:10 PM              | Busch                          | FBO-EHA                        |
| Wednesday                      | 2:15 PM - 3:10 PM              | Busch                          | FBO-EHA                        |
| Tuesday                        | 5:55 PM - 6:50 PM              | Busch                          | ARC-116                        |
| Monday                         | 2:15 PM - 3:10 PM              | Busch                          | FBO-EHA                        |
| Wednesday                      | 2:15 PM - 3:10 PM              | Busch                          | FBO-EHA                        |
| Wednesday                      | 12:25 PM - 1:20 PM             | Busch                          | ARC-116                        |
| Monday                         | 2:15 PM - 3:10 PM              | Busch                          | FBO-EHA                        |
| Wednesday                      | 2:15 PM - 3:10 PM              | Busch                          | FBO-EHA                        |
| Wednesday                      | 10:35 AM - 11:30 AM            | Busch                          | ARC-116                        |
| Monday                         | 2:15 PM - 3:10 PM              | Busch                          | FBO-EHA                        |
| Wednesday                      | 2:15 PM - 3:10 PM              | Busch                          | FBO-EHA                        |
| Thursday                       | 10:35 AM - 11:30 AM            | Busch                          | ARC-116                        |
| Monday                         | 4:05 PM - 5:00 PM              | Busch                          | PH-111                         |
| Wednesday                      | 4:05 PM - 5:00 PM              | Busch                          | PH-111                         |
| Tuesday                        | 4:05 PM - 5:00 PM              | Busch                          | ARC-116                        |
| Monday                         | 4:05 PM - 5:00 PM              | Busch                          | PH-111                         |
| Wednesday                      | 4:05 PM - 5:00 PM              | Busch                          | PH-111                         |
| Tuesday                        | 2:15 PM - 3:10 PM              | Busch                          | ARC-116                        |
| Monday                         | 4:05 PM - 5:00 PM              | Busch                          | PH-111                         |
| Wednesday                      | 4:05 PM - 5:00 PM              | Busch                          | PH-111                         |
| Tuesday                        | 12:25 PM - 1:20 PM             | Busch                          | ARC-116                        |
| Monday                         | 4:05 PM - 5:00 PM              | Busch                          | PH-111                         |
| Wednesday                      | 4:05 PM - 5:00 PM              | Busch                          | PH-111                         |
| Tuesday                        | 10:35 AM - 11:30 AM            | Busch                          | ARC-116                        |
| Monday                         | 4:05 PM - 5:00 PM              | Busch                          | PH-111                         |
| Wednesday                      | 4:05 PM - 5:00 PM              | Busch                          | PH-111                         |
| Thursday                       | 12:25 PM - 1:20 PM             | Busch                          | ARC-116                        |
| Monday                         | 10:35 AM - 11:30 AM            | Busch                          | HLL-252                        |
| Monday                         | 10:35 AM - 11:30 AM            | Busch                          | HLL-248                        |
| Monday                         | 10:35 AM - 11:30 AM            | Livingston                     | LSH-A140                       |
| Monday                         | 10:35 AM - 11:30 AM            | Livingston                     | BE-121                         |
| Wednesday                      | 12:25 PM - 1:20 PM             | Busch                          | HLL-252                        |
| Wednesday                      | 12:25 PM - 1:20 PM             | Busch                          | HLL-248                        |
| Wednesday                      | 12:25 PM - 1:20 PM             | Livingston                     | LSH-A139                       |
| Wednesday                      | 12:25 PM - 1:20 PM             | Livingston                     | LSH-B121                       |
| Wednesday                      | 12:25 PM - 1:20 PM             | Busch                          | ARC-203                        |
| Monday                         | 5:55 PM - 6:50 PM              | Livingston                     | TIL-125                        |
| Monday                         | 5:55 PM - 6:50 PM              | Busch                          | ARC-206                        |
| Monday                         | 5:55 PM - 6:50 PM              | Livingston                     | BE-119                         |
| Monday                         | 5:55 PM - 6:50 PM              | Busch                          | SEC-217                        |
| Tuesday                        | 10:35 AM - 11:30 AM            | Busch                          | HLL-248                        |
| Tuesday                        | 10:35 AM - 11:30 AM            | Livingston                     | LSH-B121                       |
| Tuesday                        | 10:35 AM - 11:30 AM            | Livingston                     | LSH-A139                       |
| Tuesday                        | 10:35 AM - 11:30 AM            | Livingston                     | BE-013                         |
| Tuesday                        | 12:25 PM - 1:20 PM             | Busch                          | ARC-205                        |
| Tuesday                        | 12:25 PM - 1:20 PM             | Livingston                     | LSH-A139                       |
| Tuesday                        | 12:25 PM - 1:20 PM             | Livingston                     | LSH-B123                       |
| Tuesday                        | 12:25 PM - 1:20 PM             | Busch                          | ARC-110                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Wednesday                      | 10:35 AM - 11:30 AM            | Livingston                     | LSH-A140                       |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Wednesday                      | 10:35 AM - 11:30 AM            | Busch                          | HLL-252                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Wednesday                      | 10:35 AM - 11:30 AM            | Busch                          | HLL-248                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Wednesday                      | 10:35 AM - 11:30 AM            | Livingston                     | LSH-B121                       |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Tuesday                        | 5:55 PM - 6:50 PM              | Livingston                     | BE-119                         |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Tuesday                        | 5:55 PM - 6:50 PM              | Livingston                     | TIL-103D                       |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Tuesday                        | 5:55 PM - 6:50 PM              | Busch                          | SEC-212                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Tuesday                        | 5:55 PM - 6:50 PM              | Busch                          | ARC-204                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Friday                         | 12:25 PM - 1:20 PM             | Busch                          | ARC-204                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Friday                         | 12:25 PM - 1:20 PM             | Livingston                     | LSH-B121                       |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Friday                         | 12:25 PM - 1:20 PM             | Livingston                     | LSH-A139                       |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Friday                         | 12:25 PM - 1:20 PM             | Busch                          | ARC-203                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Monday                         | 12:25 PM - 1:20 PM             | Busch                          | ARC-203                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Monday                         | 12:25 PM - 1:20 PM             | Busch                          | HLL-248                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Friday                         | 4:05 PM - 5:00 PM              | Busch                          | ARC-206                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Friday                         | 4:05 PM - 5:00 PM              | Busch                          | ARC-204                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Friday                         | 4:05 PM - 5:00 PM              | Busch                          | SEC-217                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Friday                         | 4:05 PM - 5:00 PM              | Busch                          | SEC-206                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Friday                         | 2:15 PM - 3:10 PM              | Busch                          | SEC-211                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Friday                         | 2:15 PM - 3:10 PM              | Busch                          | ARC-110                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Friday                         | 2:15 PM - 3:10 PM              | Busch                          | ARC-204                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | HLL-114                        |
| Friday                         | 2:15 PM - 3:10 PM              | Busch                          | SEC-220                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | EN-B120                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | EN-B120                        |
| Thursday                       | 10:35 AM - 11:30 AM            | Busch                          | HLL-252                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | EN-B120                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | EN-B120                        |
| Thursday                       | 10:35 AM - 11:30 AM            | Busch                          | ARC-203                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | EN-B120                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | EN-B120                        |
| Thursday                       | 10:35 AM - 11:30 AM            | Busch                          | ARC-207                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | EN-B120                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | EN-B120                        |
| Thursday                       | 10:35 AM - 11:30 AM            | Busch                          | ARC-110                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | EN-B120                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | EN-B120                        |
| Tuesday                        | 12:25 PM - 1:20 PM             | Busch                          | HLL-252                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | EN-B120                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | EN-B120                        |
| Tuesday                        | 12:25 PM - 1:20 PM             | Busch                          | HLL-248                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | EN-B120                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | EN-B120                        |
| Tuesday                        | 12:25 PM - 1:20 PM             | Busch                          | ARC-207                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | EN-B120                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | EN-B120                        |
| Tuesday                        | 12:25 PM - 1:20 PM             | Busch                          | ARC-203                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | EN-B120                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | EN-B120                        |
| Tuesday                        | 10:35 AM - 11:30 AM            | Busch                          | ARC-110                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | EN-B120                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | EN-B120                        |
| Tuesday                        | 10:35 AM - 11:30 AM            | Busch                          | ARC-203                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | EN-B120                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | EN-B120                        |
| Tuesday                        | 10:35 AM - 11:30 AM            | Busch                          | ARC-207                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | EN-B120                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | EN-B120                        |
| Tuesday                        | 10:35 AM - 11:30 AM            | Busch                          | ARC-206                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | EN-B120                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | EN-B120                        |
| Tuesday                        | 10:35 AM - 11:30 AM            | Busch                          | ARC-108                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Wednesday                      | 8:45 AM - 9:40 AM              | Busch                          | ARC-110                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Wednesday                      | 8:45 AM - 9:40 AM              | Busch                          | HLL-009                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Wednesday                      | 8:45 AM - 9:40 AM              | Busch                          | SEC-216                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Wednesday                      | 8:45 AM - 9:40 AM              | Busch                          | ARC-207                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Wednesday                      | 8:45 AM - 9:40 AM              | Busch                          | SEC-212                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Friday                         | 10:35 AM - 11:30 AM            | Busch                          | HLL-252                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Friday                         | 10:35 AM - 11:30 AM            | Busch                          | HLL-009                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Friday                         | 10:35 AM - 11:30 AM            | Busch                          | SEC-211                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Friday                         | 10:35 AM - 11:30 AM            | Busch                          | ARC-203                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Friday                         | 12:25 PM - 1:20 PM             | Busch                          | SEC-217                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Friday                         | 12:25 PM - 1:20 PM             | Busch                          | SEC-218                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Friday                         | 12:25 PM - 1:20 PM             | Busch                          | SEC-204                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Friday                         | 2:15 PM - 3:10 PM              | Busch                          | SEC-206                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | HLL-114                        |
