| Day                            | Time                           | Campus                         | Building & Room                |
| Tuesday                        | 12:10 PM - 3:10 PM             | Livingston                     | LSH-A256                       |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | LSH-B267                       |
| Monday                         | 8:30 AM - 9:50 AM              | Livingston                     | LSH-B112                       |
| Thursday                       | 8:30 AM - 9:50 AM              | Livingston                     | LSH-B112                       |
| Monday                         | 9:20 PM - 10:40 PM             | Livingston                     | LSH-B111                       |
| Wednesday                      | 9:20 PM - 10:40 PM             | Livingston                     | LSH-B111                       |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | BE-219                         |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | BE-219                         |
| Tuesday                        | 7:30 PM - 8:50 PM              | Livingston                     | BE-219                         |
| Thursday                       | 7:30 PM - 8:50 PM              | Livingston                     | BE-219                         |
| Tuesday                        | 3:50 PM - 5:10 PM              | Livingston                     | BE-003                         |
| Thursday                       | 3:50 PM - 5:10 PM              | Livingston                     | BE-003                         |
| Monday                         | 8:30 AM - 9:50 AM              | Livingston                     | LSH-B112                       |
| Thursday                       | 8:30 AM - 9:50 AM              | Livingston                     | LSH-B112                       |
| Monday                         | 9:20 PM - 10:40 PM             | Livingston                     | LSH-B111                       |
| Wednesday                      | 9:20 PM - 10:40 PM             | Livingston                     | LSH-B111                       |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | BE-219                         |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | BE-219                         |
| Tuesday                        | 7:30 PM - 8:50 PM              | Livingston                     | BE-219                         |
| Thursday                       | 7:30 PM - 8:50 PM              | Livingston                     | BE-219                         |
| Tuesday                        | 3:50 PM - 5:10 PM              | Livingston                     | BE-003                         |
| Thursday                       | 3:50 PM - 5:10 PM              | Livingston                     | BE-003                         |
| Monday                         | 10:20 AM - 11:40 AM            | Livingston                     | TIL-103B                       |
| Thursday                       | 10:20 AM - 11:40 AM            | Livingston                     | TIL-103B                       |
| Monday                         | 8:30 AM - 9:50 AM              | Livingston                     | BE-219                         |
| Thursday                       | 8:30 AM - 9:50 AM              | Livingston                     | BE-219                         |
| Tuesday                        | 7:30 PM - 8:50 PM              | Livingston                     | BE-201                         |
| Thursday                       | 7:30 PM - 8:50 PM              | Livingston                     | BE-201                         |
| Monday                         | 10:20 AM - 11:40 AM            | Livingston                     | LSH-B112                       |
| Thursday                       | 10:20 AM - 11:40 AM            | Livingston                     | LSH-B112                       |
| Monday                         | 8:30 AM - 9:50 AM              | Livingston                     | LSH-B117                       |
| Thursday                       | 8:30 AM - 9:50 AM              | Livingston                     | LSH-B117                       |
| Monday                         | 7:30 PM - 8:50 PM              | Livingston                     | TIL-103B                       |
| Wednesday                      | 7:30 PM - 8:50 PM              | Livingston                     | TIL-103B                       |
| Tuesday                        | 9:20 PM - 10:40 PM             | Livingston                     | BE-111                         |
| Thursday                       | 9:20 PM - 10:40 PM             | Livingston                     | BE-111                         |
| Monday                         | 7:30 PM - 8:50 PM              | Livingston                     | BE-213                         |
| Wednesday                      | 7:30 PM - 8:50 PM              | Livingston                     | BE-213                         |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | BE-213                         |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | BE-213                         |
| Tuesday                        | 7:30 PM - 8:50 PM              | Livingston                     | BE-011                         |
| Thursday                       | 7:30 PM - 8:50 PM              | Livingston                     | BE-011                         |
| Monday                         | 5:40 PM - 7:00 PM              | Livingston                     | BE-121                         |
| Wednesday                      | 5:40 PM - 7:00 PM              | Livingston                     | BE-121                         |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | TIL-204                        |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | TIL-204                        |
| Monday                         | 8:30 AM - 9:50 AM              | Livingston                     | BE-201                         |
| Thursday                       | 8:30 AM - 9:50 AM              | Livingston                     | BE-201                         |
| Tuesday                        | 7:30 PM - 8:50 PM              | Livingston                     | TIL-204                        |
| Thursday                       | 7:30 PM - 8:50 PM              | Livingston                     | TIL-204                        |
| Tuesday                        | 7:30 PM - 8:50 PM              | Livingston                     | LSH-B116                       |
| Thursday                       | 7:30 PM - 8:50 PM              | Livingston                     | LSH-B116                       |
| Monday                         | 12:10 PM - 1:30 PM             | Livingston                     | LSH-B116                       |
| Thursday                       | 12:10 PM - 1:30 PM             | Livingston                     | LSH-B116                       |
| Monday                         | 8:30 AM - 9:50 AM              | Livingston                     | LSH-B205                       |
| Thursday                       | 8:30 AM - 9:50 AM              | Livingston                     | LSH-B205                       |
| Monday                         | 10:20 AM - 11:40 AM            | Livingston                     | LSH-B205                       |
| Thursday                       | 10:20 AM - 11:40 AM            | Livingston                     | LSH-B205                       |
| Monday                         | 5:40 PM - 7:00 PM              | Livingston                     | LSH-B205                       |
| Wednesday                      | 5:40 PM - 7:00 PM              | Livingston                     | LSH-B205                       |
| Monday                         | 7:30 PM - 8:50 PM              | Livingston                     | LSH-B205                       |
| Wednesday                      | 7:30 PM - 8:50 PM              | Livingston                     | LSH-B205                       |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | LSH-A142                       |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | LSH-A142                       |
| Tuesday                        | 10:20 AM - 11:40 AM            | Livingston                     | BE-101                         |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | LSH-A142                       |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | LSH-A142                       |
| Tuesday                        | 12:10 PM - 1:30 PM             | Livingston                     | BE-101                         |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | LSH-A142                       |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | LSH-A142                       |
| Tuesday                        | 2:00 PM - 3:20 PM              | Livingston                     | BE-111                         |
| Monday                         | 3:50 PM - 5:10 PM              | Livingston                     | TIL-258                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Livingston                     | TIL-258                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Livingston                     | BE-003                         |
| Monday                         | 3:50 PM - 5:10 PM              | Livingston                     | TIL-258                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Livingston                     | TIL-258                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Livingston                     | BE-201                         |
| Monday                         | 3:50 PM - 5:10 PM              | Livingston                     | TIL-258                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Livingston                     | TIL-258                        |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | BE-101                         |
| Monday                         | 5:40 PM - 7:00 PM              | Livingston                     | TIL-258                        |
| Wednesday                      | 5:40 PM - 7:00 PM              | Livingston                     | TIL-258                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Livingston                     | BE-251                         |
| Monday                         | 5:40 PM - 7:00 PM              | Livingston                     | TIL-258                        |
| Wednesday                      | 5:40 PM - 7:00 PM              | Livingston                     | TIL-258                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Livingston                     | BE-101                         |
| Monday                         | 5:40 PM - 7:00 PM              | Livingston                     | TIL-258                        |
| Wednesday                      | 5:40 PM - 7:00 PM              | Livingston                     | TIL-258                        |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | BE-011                         |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | TIL-242                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | TIL-242                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Livingston                     | TIL-103A                       |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | TIL-242                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | TIL-242                        |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | LSH-A121                       |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | TIL-242                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | TIL-242                        |
| Tuesday                        | 7:30 PM - 8:50 PM              | Livingston                     | LSH-A121                       |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | LSH-A142                       |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | LSH-A142                       |
| Tuesday                        | 10:20 AM - 11:40 AM            | Livingston                     | BE-101                         |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | LSH-A142                       |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | LSH-A142                       |
| Tuesday                        | 12:10 PM - 1:30 PM             | Livingston                     | BE-101                         |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | LSH-A142                       |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | LSH-A142                       |
| Tuesday                        | 2:00 PM - 3:20 PM              | Livingston                     | BE-111                         |
| Monday                         | 3:50 PM - 5:10 PM              | Livingston                     | TIL-258                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Livingston                     | TIL-258                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Livingston                     | BE-003                         |
| Monday                         | 3:50 PM - 5:10 PM              | Livingston                     | TIL-258                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Livingston                     | TIL-258                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Livingston                     | BE-201                         |
| Monday                         | 3:50 PM - 5:10 PM              | Livingston                     | TIL-258                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Livingston                     | TIL-258                        |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | BE-101                         |
| Monday                         | 5:40 PM - 7:00 PM              | Livingston                     | TIL-258                        |
| Wednesday                      | 5:40 PM - 7:00 PM              | Livingston                     | TIL-258                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Livingston                     | BE-251                         |
| Monday                         | 5:40 PM - 7:00 PM              | Livingston                     | TIL-258                        |
| Wednesday                      | 5:40 PM - 7:00 PM              | Livingston                     | TIL-258                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Livingston                     | BE-101                         |
| Monday                         | 5:40 PM - 7:00 PM              | Livingston                     | TIL-258                        |
| Wednesday                      | 5:40 PM - 7:00 PM              | Livingston                     | TIL-258                        |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | BE-011                         |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | TIL-242                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | TIL-242                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Livingston                     | TIL-103A                       |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | TIL-242                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | TIL-242                        |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | LSH-A121                       |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | TIL-242                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | TIL-242                        |
| Tuesday                        | 7:30 PM - 8:50 PM              | Livingston                     | LSH-A121                       |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | TIL-264                        |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | TIL-264                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Livingston                     | BE-101                         |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | TIL-264                        |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | TIL-264                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | BE-011                         |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | TIL-264                        |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | TIL-264                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Livingston                     | BE-111                         |
| Monday                         | 8:30 AM - 9:50 AM              | Livingston                     | TIL-258                        |
| Thursday                       | 8:30 AM - 9:50 AM              | Livingston                     | TIL-258                        |
| Wednesday                      | 8:30 AM - 9:50 AM              | Livingston                     | LSH-B110                       |
| Monday                         | 8:30 AM - 9:50 AM              | Livingston                     | TIL-258                        |
| Thursday                       | 8:30 AM - 9:50 AM              | Livingston                     | TIL-258                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Livingston                     | LSH-B112                       |
| Monday                         | 8:30 AM - 9:50 AM              | Livingston                     | TIL-258                        |
| Thursday                       | 8:30 AM - 9:50 AM              | Livingston                     | TIL-258                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Livingston                     | LSH-B112                       |
| Monday                         | 10:20 AM - 11:40 AM            | Livingston                     | TIL-258                        |
| Thursday                       | 10:20 AM - 11:40 AM            | Livingston                     | TIL-258                        |
| Tuesday                        | 8:30 AM - 9:50 AM              | Livingston                     | LSH-B110                       |
| Monday                         | 10:20 AM - 11:40 AM            | Livingston                     | TIL-258                        |
| Thursday                       | 10:20 AM - 11:40 AM            | Livingston                     | TIL-258                        |
| Tuesday                        | 10:20 AM - 11:40 AM            | Livingston                     | LSH-B105                       |
| Monday                         | 10:20 AM - 11:40 AM            | Livingston                     | TIL-258                        |
| Thursday                       | 10:20 AM - 11:40 AM            | Livingston                     | TIL-258                        |
| Tuesday                        | 12:10 PM - 1:30 PM             | Livingston                     | LSH-B110                       |
| Monday                         | 12:10 PM - 1:30 PM             | Livingston                     | TIL-264                        |
| Thursday                       | 12:10 PM - 1:30 PM             | Livingston                     | TIL-264                        |
| Tuesday                        | 10:20 AM - 11:40 AM            | Livingston                     | LSH-B112                       |
| Monday                         | 12:10 PM - 1:30 PM             | Livingston                     | TIL-264                        |
| Thursday                       | 12:10 PM - 1:30 PM             | Livingston                     | TIL-264                        |
| Tuesday                        | 12:10 PM - 1:30 PM             | Livingston                     | LSH-B267                       |
| Monday                         | 12:10 PM - 1:30 PM             | Livingston                     | TIL-264                        |
| Thursday                       | 12:10 PM - 1:30 PM             | Livingston                     | TIL-264                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Livingston                     | LSH-B110                       |
| Monday                         | 7:30 PM - 8:50 PM              | Busch                          | RWH-206                        |
| Wednesday                      | 7:30 PM - 8:50 PM              | Busch                          | RWH-206                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | RWH-208                        |
| Monday                         | 7:30 PM - 8:50 PM              | Busch                          | RWH-206                        |
| Wednesday                      | 7:30 PM - 8:50 PM              | Busch                          | RWH-206                        |
| Tuesday                        | 5:40 PM - 7:00 PM              | Busch                          | RWH-208                        |
| Monday                         | 7:30 PM - 8:50 PM              | Busch                          | RWH-206                        |
| Wednesday                      | 7:30 PM - 8:50 PM              | Busch                          | RWH-206                        |
| Tuesday                        | 7:30 PM - 8:50 PM              | Busch                          | RWH-208                        |
| Monday                         | 5:40 PM - 7:00 PM              | Busch                          | RWH-206                        |
| Wednesday                      | 5:40 PM - 7:00 PM              | Busch                          | RWH-206                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | RWH-208                        |
| Monday                         | 5:40 PM - 7:00 PM              | Busch                          | RWH-206                        |
| Wednesday                      | 5:40 PM - 7:00 PM              | Busch                          | RWH-206                        |
| Thursday                       | 5:40 PM - 7:00 PM              | Busch                          | RWH-208                        |
| Monday                         | 5:40 PM - 7:00 PM              | Busch                          | RWH-206                        |
| Wednesday                      | 5:40 PM - 7:00 PM              | Busch                          | RWH-206                        |
| Thursday                       | 7:30 PM - 8:50 PM              | Busch                          | RWH-208                        |
| Tuesday                        | 7:30 PM - 8:50 PM              | Livingston                     | TIL-246                        |
| Thursday                       | 7:30 PM - 8:50 PM              | Livingston                     | TIL-246                        |
| Monday                         | 3:50 PM - 5:10 PM              | Livingston                     | LSH-B109                       |
| Tuesday                        | 7:30 PM - 8:50 PM              | Livingston                     | TIL-246                        |
| Thursday                       | 7:30 PM - 8:50 PM              | Livingston                     | TIL-246                        |
| Monday                         | 5:40 PM - 7:00 PM              | Livingston                     | LSH-B105                       |
| Tuesday                        | 7:30 PM - 8:50 PM              | Livingston                     | TIL-246                        |
| Thursday                       | 7:30 PM - 8:50 PM              | Livingston                     | TIL-246                        |
| Monday                         | 7:30 PM - 8:50 PM              | Livingston                     | LSH-B105                       |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | SEC-117                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | SEC-117                        |
| Tuesday                        | 10:20 AM - 11:40 AM            | Busch                          | SEC-202                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | SEC-117                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | SEC-117                        |
| Tuesday                        | 12:10 PM - 1:30 PM             | Busch                          | SEC-217                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | SEC-117                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | SEC-117                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | HLL-009                        |
| Monday                         | 12:10 PM - 1:30 PM             | Busch                          | COR-101                        |
| Thursday                       | 12:10 PM - 1:30 PM             | Busch                          | COR-101                        |
| Friday                         | 8:30 AM - 9:50 AM              | Busch                          | SEC-205                        |
| Monday                         | 12:10 PM - 1:30 PM             | Busch                          | COR-101                        |
| Thursday                       | 12:10 PM - 1:30 PM             | Busch                          | COR-101                        |
| Friday                         | 10:20 AM - 11:40 AM            | Busch                          | SEC-212                        |
| Monday                         | 12:10 PM - 1:30 PM             | Busch                          | COR-101                        |
| Thursday                       | 12:10 PM - 1:30 PM             | Busch                          | COR-101                        |
| Friday                         | 12:10 PM - 1:30 PM             | Busch                          | SEC-212                        |
| Tuesday                        | 8:30 AM - 9:50 AM              | Livingston                     | TIL-226                        |
| Friday                         | 8:30 AM - 9:50 AM              | Livingston                     | TIL-226                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Livingston                     | LSH-B112                       |
| Tuesday                        | 8:30 AM - 9:50 AM              | Livingston                     | TIL-226                        |
| Friday                         | 8:30 AM - 9:50 AM              | Livingston                     | TIL-226                        |
| Wednesday                      | 5:40 PM - 7:00 PM              | Livingston                     | TIL-103C                       |
| Tuesday                        | 8:30 AM - 9:50 AM              | Livingston                     | TIL-226                        |
| Friday                         | 8:30 AM - 9:50 AM              | Livingston                     | TIL-226                        |
| Wednesday                      | 7:30 PM - 8:50 PM              | Livingston                     | TIL-209                        |
| Monday                         | 5:40 PM - 7:00 PM              | Busch                          | PH-115                         |
| Wednesday                      | 5:40 PM - 7:00 PM              | Busch                          | PH-115                         |
| Thursday                       | 12:10 PM - 1:30 PM             | Busch                          | ARC-206                        |
| Monday                         | 5:40 PM - 7:00 PM              | Busch                          | PH-115                         |
| Wednesday                      | 5:40 PM - 7:00 PM              | Busch                          | PH-115                         |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | SEC-217                        |
| Monday                         | 5:40 PM - 7:00 PM              | Busch                          | PH-115                         |
| Wednesday                      | 5:40 PM - 7:00 PM              | Busch                          | PH-115                         |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | SEC-220                        |
| Monday                         | 10:20 AM - 11:40 AM            | Busch                          | SEC-118                        |
| Thursday                       | 10:20 AM - 11:40 AM            | Busch                          | SEC-118                        |
| Wednesday                      | 8:30 AM - 9:50 AM              | Busch                          | SEC-206                        |
| Monday                         | 10:20 AM - 11:40 AM            | Busch                          | SEC-118                        |
| Thursday                       | 10:20 AM - 11:40 AM            | Busch                          | SEC-118                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | SEC-212                        |
| Monday                         | 10:20 AM - 11:40 AM            | Busch                          | SEC-118                        |
| Thursday                       | 10:20 AM - 11:40 AM            | Busch                          | SEC-118                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Busch                          | SEC-212                        |
| Monday                         | 3:50 PM - 5:10 PM              | Busch                          | SEC-118                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Busch                          | SEC-118                        |
| Thursday                       | 5:40 PM - 7:00 PM              | Busch                          | SEC-204                        |
| Monday                         | 3:50 PM - 5:10 PM              | Busch                          | SEC-118                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Busch                          | SEC-118                        |
| Thursday                       | 7:30 PM - 8:50 PM              | Busch                          | SEC-206                        |
| Monday                         | 2:00 PM - 3:20 PM              | Busch                          | COR-101                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | COR-101                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | SEC-217                        |
| Monday                         | 2:00 PM - 3:20 PM              | Busch                          | COR-101                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | COR-101                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | ARC-206                        |
| Monday                         | 2:00 PM - 3:20 PM              | Busch                          | COR-101                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | COR-101                        |
| Tuesday                        | 5:40 PM - 7:00 PM              | Busch                          | SEC-205                        |
| Monday                         | 8:30 AM - 9:50 AM              | Busch                          | SEC-118                        |
| Thursday                       | 8:30 AM - 9:50 AM              | Busch                          | SEC-118                        |
| Friday                         | 8:30 AM - 9:50 AM              | Busch                          | SEC-220                        |
| Monday                         | 8:30 AM - 9:50 AM              | Busch                          | SEC-118                        |
| Thursday                       | 8:30 AM - 9:50 AM              | Busch                          | SEC-118                        |
| Friday                         | 10:20 AM - 11:40 AM            | Busch                          | SEC-202                        |
| Monday                         | 8:30 AM - 9:50 AM              | Busch                          | SEC-118                        |
| Thursday                       | 8:30 AM - 9:50 AM              | Busch                          | SEC-118                        |
| Friday                         | 12:10 PM - 1:30 PM             | Busch                          | SEC-208                        |
| Monday                         | 8:30 AM - 9:50 AM              | Livingston                     | LSH-A142                       |
| Thursday                       | 8:30 AM - 9:50 AM              | Livingston                     | LSH-A142                       |
| Friday                         | 10:20 AM - 11:40 AM            | Livingston                     | LSH-B105                       |
| Monday                         | 8:30 AM - 9:50 AM              | Livingston                     | LSH-A142                       |
| Thursday                       | 8:30 AM - 9:50 AM              | Livingston                     | LSH-A142                       |
| Friday                         | 12:10 PM - 1:30 PM             | Livingston                     | BE-003                         |
| Monday                         | 8:30 AM - 9:50 AM              | Livingston                     | LSH-A142                       |
| Thursday                       | 8:30 AM - 9:50 AM              | Livingston                     | LSH-A142                       |
| Friday                         | 2:00 PM - 3:20 PM              | Livingston                     | LSH-B105                       |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | HLL-116                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | HLL-116                        |
| Thursday                       | 10:20 AM - 11:40 AM            | Busch                          | HLL-009                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | HLL-116                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | HLL-116                        |
| Thursday                       | 12:10 PM - 1:30 PM             | Busch                          | SEC-206                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | HLL-116                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | HLL-116                        |
| Thursday                       | 8:30 AM - 9:50 AM              | Busch                          | SEC-212                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Livingston                     | TIL-264                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Livingston                     | TIL-264                        |
| Friday                         | 10:20 AM - 11:40 AM            | Livingston                     | TIL-105                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Livingston                     | TIL-264                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Livingston                     | TIL-264                        |
| Friday                         | 12:10 PM - 1:30 PM             | Livingston                     | BE-011                         |
| Tuesday                        | 2:00 PM - 3:20 PM              | Livingston                     | TIL-264                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Livingston                     | TIL-264                        |
| Friday                         | 2:00 PM - 3:20 PM              | Livingston                     | TIL-251                        |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | BRR-1071                       |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | BRR-1071                       |
| Wednesday                      | 5:40 PM - 7:00 PM              | Livingston                     | LSH-B112                       |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | BRR-1071                       |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | BRR-1071                       |
| Wednesday                      | 7:30 PM - 8:50 PM              | Livingston                     | LSH-B112                       |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | BRR-1071                       |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | BRR-1071                       |
| Wednesday                      | 9:20 PM - 10:40 PM             | Livingston                     | LSH-B112                       |
| Monday                         | 2:00 PM - 3:20 PM              | Busch                          | HLL-116                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | HLL-116                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | SEC-220                        |
| Monday                         | 2:00 PM - 3:20 PM              | Busch                          | HLL-116                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | HLL-116                        |
| Tuesday                        | 5:40 PM - 7:00 PM              | Busch                          | HLL-009                        |
| Monday                         | 2:00 PM - 3:20 PM              | Busch                          | HLL-116                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | HLL-116                        |
| Tuesday                        | 7:30 PM - 8:50 PM              | Busch                          | SEC-211                        |
| Monday                         | 5:40 PM - 7:00 PM              | Busch                          | SEC-118                        |
| Wednesday                      | 5:40 PM - 7:00 PM              | Busch                          | SEC-118                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | SEC-211                        |
| Monday                         | 5:40 PM - 7:00 PM              | Busch                          | SEC-118                        |
| Wednesday                      | 5:40 PM - 7:00 PM              | Busch                          | SEC-118                        |
| Tuesday                        | 5:40 PM - 7:00 PM              | Busch                          | SEC-217                        |
| Monday                         | 5:40 PM - 7:00 PM              | Busch                          | SEC-118                        |
| Wednesday                      | 5:40 PM - 7:00 PM              | Busch                          | SEC-118                        |
| Tuesday                        | 7:30 PM - 8:50 PM              | Busch                          | SEC-206                        |
| Monday                         | 3:50 PM - 5:10 PM              | Busch                          | HLL-116                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Busch                          | HLL-116                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | SEC-212                        |
| Monday                         | 3:50 PM - 5:10 PM              | Busch                          | HLL-116                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Busch                          | HLL-116                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | SEC-206                        |
| Monday                         | 3:50 PM - 5:10 PM              | Busch                          | HLL-116                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Busch                          | HLL-116                        |
| Thursday                       | 5:40 PM - 7:00 PM              | Busch                          | SEC-217                        |
| Monday                         | 12:10 PM - 1:30 PM             | Busch                          | HLL-116                        |
| Thursday                       | 12:10 PM - 1:30 PM             | Busch                          | HLL-116                        |
| Friday                         | 8:30 AM - 9:50 AM              | Busch                          | SEC-206                        |
| Monday                         | 12:10 PM - 1:30 PM             | Busch                          | HLL-116                        |
| Thursday                       | 12:10 PM - 1:30 PM             | Busch                          | HLL-116                        |
